NA,uid,city_id,city_dev_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience_years,company_size,company_type,last_new_job,training_hours,change_job
4526,6914,city_128,0.527,NA,No relevent experience,Full time course,Graduate,STEM,<1,NA,NA,1,12,1
4527,1272,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,1,50,0
4528,10866,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,3,24,0
4529,20669,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,2,8,0
4530,12899,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,NA,NA,1,15,0
4531,23410,city_21,0.624,NA,Has relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,2,4,0
4532,29534,city_27,0.848,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,57,0
4533,29704,city_48,0.493,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,108,1
4534,930,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,1,19,0
4535,7026,city_100,0.887,Male,No relevent experience,Full time course,High School,NA,4,NA,NA,never,23,0
4536,9779,city_50,0.896,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,5000-9999,NGO,>4,18,0
4537,29167,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,>20,10000+,Pvt Ltd,2,96,0
4538,495,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,15,5000-9999,Pvt Ltd,1,31,0
4539,3158,city_114,0.926,NA,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,4,86,0
4540,17483,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,5,NA,NA,1,10,1
4541,8847,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Public Sector,3,66,0
4542,28710,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,2,56,1
4543,4749,city_136,0.897,Male,No relevent experience,no_enrollment,High School,NA,<1,50-99,Pvt Ltd,1,64,0
4544,22070,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,1,136,0
4545,19201,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,50-99,Pvt Ltd,>4,21,0
4546,3075,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,21,0
4547,8796,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,21,0
4548,2382,city_77,0.83,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,1,48,0
4549,24082,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10/49,Pvt Ltd,1,8,1
4550,30967,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,10,NA,NA,1,8,1
4551,4813,city_24,0.698,Male,Has relevent experience,no_enrollment,Primary School,NA,4,NA,NA,1,13,0
4552,20485,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,NA,NA,>4,24,0
4553,23082,city_100,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,10,NA,NA,2,24,1
4554,23648,city_103,0.92,Male,No relevent experience,no_enrollment,NA,NA,<1,NA,NA,never,21,0
4555,19318,city_103,0.92,Male,Has relevent experience,Full time course,High School,NA,2,10000+,Public Sector,never,34,0
4556,18417,city_141,0.763,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,>4,146,0
4557,16915,city_103,0.92,NA,No relevent experience,no_enrollment,Graduate,Arts,NA,NA,Pvt Ltd,3,34,0
4558,31812,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,84,1
4559,30646,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,23,0
4560,1180,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,1,52,0
4561,33195,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,>4,14,1
4562,12785,city_50,0.896,Male,No relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,11,0
4563,26898,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,2,26,0
4564,30876,city_11,0.55,NA,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,NA,7,1
4565,16674,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,3,80,0
4566,2548,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,54,0
4567,13478,city_21,0.624,NA,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Funded Startup,NA,32,1
4568,9190,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,NA,NA,never,108,0
4569,1252,city_103,0.92,NA,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,35,0
4570,6408,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,Business Degree,>20,<10,Pvt Ltd,1,36,0
4571,15392,city_30,0.698,Male,Has relevent experience,no_enrollment,High School,NA,8,50-99,Pvt Ltd,>4,21,0
4572,9783,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,33,0
4573,6120,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,NA,NA,2,45,0
4574,19484,city_136,0.897,Male,Has relevent experience,no_enrollment,High School,NA,2,10/49,Pvt Ltd,2,30,0
4575,12530,city_136,0.897,NA,No relevent experience,Full time course,Graduate,STEM,5,NA,NA,never,47,0
4576,2156,city_21,0.624,NA,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,never,23,1
4577,16545,city_28,0.939,Male,No relevent experience,Full time course,High School,NA,2,NA,NA,never,46,0
4578,30349,city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,32,0
4579,2081,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,9,NA,Pvt Ltd,1,62,0
4580,5348,city_160,0.92,Female,No relevent experience,Full time course,Graduate,STEM,9,NA,NA,1,12,0
4581,8760,city_45,0.89,NA,No relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,never,29,0
4582,582,city_97,0.925,Male,No relevent experience,Full time course,Masters,STEM,14,NA,NA,2,96,0
4583,25825,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,NA,NA,>4,148,0
4584,459,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,1,12,0
4585,1755,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,>4,32,1
4586,20182,city_100,0.887,Male,No relevent experience,no_enrollment,Phd,Business Degree,>20,10000+,Public Sector,NA,14,0
4587,7325,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,NA,1,139,0
4588,8947,city_118,0.722,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,74,1
4589,17199,city_23,0.899,NA,Has relevent experience,Part time course,Graduate,STEM,11,50-99,Pvt Ltd,2,151,0
4590,21814,city_100,0.887,NA,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,NA,NA,23,0
4591,1261,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,NA,NA,2,100,1
4592,22818,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,236,0
4593,15035,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,1,66,0
4594,16428,city_21,0.624,NA,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,NA,2,14,1
4595,17623,city_91,0.691,NA,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,NA,7,0
4596,22798,city_114,0.926,NA,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,91,0
4597,21911,city_114,0.926,NA,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,4,83,0
4598,11819,city_45,0.89,Male,No relevent experience,no_enrollment,NA,NA,2,NA,NA,never,33,0
4599,11157,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,3,110,0
4600,6266,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,152,0
4601,32494,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,100-500,Pvt Ltd,3,166,1
4602,1926,city_123,0.738,NA,No relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,NA,44,0
4603,7980,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,>4,67,0
4604,14727,city_136,0.897,Male,Has relevent experience,no_enrollment,NA,NA,10,10/49,Pvt Ltd,1,108,0
4605,18328,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,NA,NA,1,37,1
4606,4604,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,1,20,0
4607,11375,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,50,0
4608,30874,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,1,91,0
4609,22410,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,never,2,1
4610,15800,city_114,0.926,NA,Has relevent experience,Full time course,Graduate,STEM,3,NA,NA,1,54,0
4611,23353,city_21,0.624,NA,No relevent experience,no_enrollment,Graduate,STEM,1,500-999,NA,never,46,0
4612,21045,city_159,0.843,Male,Has relevent experience,Part time course,High School,NA,5,500-999,Public Sector,3,65,0
4613,9406,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,NA,NA,1,63,0
4614,6164,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,No Major,>20,10000+,Pvt Ltd,3,112,0
4615,19180,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,NA,NA,1,78,1
4616,25537,city_104,0.924,Male,Has relevent experience,no_enrollment,High School,NA,>20,1000-4999,Pvt Ltd,2,83,0
4617,10472,city_89,0.925,NA,No relevent experience,Full time course,High School,NA,9,NA,Pvt Ltd,1,24,0
4618,9864,city_11,0.55,Male,No relevent experience,no_enrollment,High School,NA,7,NA,NA,never,86,1
4619,26674,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,2,6,0
4620,13955,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,2,32,0
4621,15421,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,>4,36,1
4622,12097,city_100,0.887,NA,Has relevent experience,Part time course,High School,NA,6,10000+,Public Sector,1,91,1
4623,1134,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,3,23,0
4624,23417,city_114,0.926,NA,No relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,2,23,0
4625,30186,city_41,0.827,Male,No relevent experience,Part time course,Graduate,STEM,5,NA,NA,>4,47,1
4626,31866,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,216,0
4627,5125,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,NA,NA,>4,31,1
4628,32187,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,2,51,0
4629,9504,city_36,0.893,Male,Has relevent experience,no_enrollment,High School,NA,9,100-500,Pvt Ltd,4,31,0
4630,2758,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,13,<10,Pvt Ltd,never,60,0
4631,32305,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,NA,NA,1,69,0
4632,28473,city_16,0.91,Male,No relevent experience,no_enrollment,Primary School,NA,3,NA,NA,never,77,0
4633,10056,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,NA,Pvt Ltd,1,37,0
4634,33341,city_75,0.939,Male,Has relevent experience,Full time course,High School,NA,6,50-99,Pvt Ltd,1,28,0
4635,30346,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,15,50-99,Pvt Ltd,1,75,0
4636,17887,city_11,0.55,Male,Has relevent experience,NA,NA,NA,3,NA,NA,NA,28,1
4637,2916,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,2,32,0
4638,29730,city_91,0.691,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Pvt Ltd,3,35,0
4639,16478,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,46,0
4640,19718,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,17,500-999,NA,1,162,0
4641,9520,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Pvt Ltd,1,188,0
4642,9052,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,85,0
4643,15795,city_104,0.924,Male,Has relevent experience,no_enrollment,High School,NA,14,<10,Pvt Ltd,1,38,0
4644,4635,city_136,0.897,Male,No relevent experience,NA,NA,NA,1,NA,NA,never,24,0
4645,19258,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Funded Startup,1,5,0
4646,27907,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,20,0
4647,24001,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,54,0
4648,12651,city_114,0.926,NA,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,42,0
4649,18819,city_50,0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,4,59,0
4650,25453,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,72,0
4651,26143,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,8,10/49,NA,1,15,0
4652,18075,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,44,0
4653,23077,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,NA,NA,>4,104,0
4654,27475,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,2,90,1
4655,20195,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,100-500,Pvt Ltd,>4,136,0
4656,31740,city_126,0.479,NA,Has relevent experience,Full time course,Masters,Other,>20,10/49,Funded Startup,2,134,0
4657,1925,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,NA,NA,>4,12,1
4658,2138,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,1,23,0
4659,11269,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,NA,NA,>4,82,1
4660,29763,city_36,0.893,Male,No relevent experience,no_enrollment,High School,NA,4,NA,NA,1,82,0
4661,1648,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,NA,NA,1,89,1
4662,18385,city_11,0.55,NA,Has relevent experience,NA,Masters,STEM,9,50-99,Pvt Ltd,1,12,0
4663,26707,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Funded Startup,1,54,0
4664,399,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,190,0
4665,1502,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,4,200,0
4666,15743,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,48,0
4667,22327,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,1,NA,Public Sector,1,46,0
4668,2083,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,19,0
4669,20826,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,78,0
4670,8635,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,150,1
4671,24181,city_7,0.647,Male,Has relevent experience,Part time course,Masters,STEM,11,10/49,NA,never,24,0
4672,20145,city_142,0.727,NA,Has relevent experience,Full time course,Masters,STEM,7,50-99,Early Stage Startup,1,40,1
4673,20190,city_65,0.802,Male,No relevent experience,no_enrollment,Phd,STEM,10,100-500,Public Sector,>4,73,0
4674,14112,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,NGO,1,34,0
4675,6582,city_114,0.926,NA,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,47,0
4676,31082,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,13,10000+,Public Sector,4,90,1
4677,27409,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,40,0
4678,22092,city_104,0.924,Female,Has relevent experience,no_enrollment,High School,NA,14,NA,NA,>4,142,0
4679,24844,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,6,NA,NA,never,15,1
4680,792,city_23,0.899,Male,No relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,3,5,0
4681,14709,city_136,0.897,NA,Has relevent experience,no_enrollment,Graduate,STEM,2,NA,NA,1,56,0
4682,5940,city_44,0.725,NA,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,18,0
4683,11794,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,17,NA,NA,2,25,0
4684,26333,city_73,0.754,Male,No relevent experience,Full time course,Graduate,STEM,5,NA,NA,1,111,1
4685,24289,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,12,1
4686,12141,city_71,0.884,NA,No relevent experience,no_enrollment,Graduate,STEM,4,NA,NA,1,72,1
4687,24666,city_71,0.884,NA,No relevent experience,no_enrollment,Phd,STEM,>20,NA,Public Sector,3,28,0
4688,22242,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Public Sector,>4,56,1
4689,848,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,100-500,Pvt Ltd,>4,17,0
4690,9285,city_138,0.836,NA,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,NA,2,35,0
4691,272,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,6,NA,NA,2,30,0
4692,23691,city_21,0.624,NA,No relevent experience,Full time course,Masters,STEM,4,NA,NA,never,46,1
4693,17088,city_103,0.92,NA,No relevent experience,Full time course,Graduate,STEM,1,5000-9999,NA,never,3,1
4694,8850,city_160,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,51,0
4695,1789,city_21,0.624,NA,No relevent experience,Full time course,Graduate,STEM,<1,100-500,Pvt Ltd,1,83,0
4696,29577,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,9,NA,NA,1,168,0
4697,14349,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,111,0
4698,17057,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,500-999,Pvt Ltd,2,4,0
4699,32715,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,2,0
4700,25172,city_173,0.878,NA,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,106,0
4701,19280,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,6,NA,NA,1,280,0
4702,21105,city_41,0.827,NA,No relevent experience,no_enrollment,Masters,Business Degree,2,1000-4999,Pvt Ltd,1,36,0
4703,10945,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,NA,NA,1,58,0
4704,23185,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,29,0
4705,17539,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,268,0
4706,28077,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,7,1000-4999,NGO,4,6,0
4707,20971,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,4,30,0
4708,5413,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,142,1
4709,19293,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,9,NA,NA,1,131,0
4710,5856,city_50,0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,NGO,>4,36,0
4711,2021,city_21,0.624,NA,No relevent experience,Full time course,High School,NA,4,<10,Early Stage Startup,NA,4,0
4712,28888,city_21,0.624,NA,Has relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,NA,40,1
4713,22911,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,NA,Public Sector,never,44,1
4714,24087,city_13,0.827,NA,Has relevent experience,no_enrollment,Masters,STEM,20,10/49,Pvt Ltd,NA,17,0
4715,16501,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,>4,21,0
